BVP,TEMP,ACC_x,ACC_y,ACC_z
156.289505,35.820953,57.000000,26.000000,23.000000
141.404663,35.863853,53.000000,27.000000,23.000000
126.089279,35.886528,55.000000,25.000000,19.000000
110.731628,35.899368,58.000000,25.000000,20.000000
95.820763,35.901894,55.000000,25.000000,21.000000
81.829323,35.895981,56.000000,25.000000,19.000000
68.942833,35.885185,54.000000,24.000000,23.000000
57.230835,35.873798,50.000000,26.000000,24.000000
46.760342,35.865776,56.000000,24.000000,23.000000
37.562061,35.863853,55.000000,23.000000,24.000000
29.585369,35.850025,54.000000,24.000000,24.000000
22.784386,35.839123,53.000000,24.000000,23.000000
17.088903,35.832088,54.000000,23.000000,24.000000
12.456345,35.829483,52.000000,24.000000,22.000000
8.811347,35.831573,53.000000,24.000000,24.000000
6.048705,35.838333,53.000000,24.000000,25.000000
4.030588,35.849373,52.000000,24.000000,25.000000
2.607347,35.863853,52.000000,23.000000,26.000000
1.639649,35.848038,53.000000,25.000000,24.000000
1.002409,35.835861,54.000000,24.000000,23.000000
0.604653,35.828342,56.000000,24.000000,21.000000
0.364895,35.825974,54.000000,21.000000,21.000000
0.231675,35.828831,54.000000,23.000000,20.000000
0.178445,35.836624,56.000000,24.000000,20.000000
0.179905,35.848671,56.000000,21.000000,21.000000
0.219504,35.863853,56.000000,24.000000,19.000000
0.278023,35.848228,56.000000,24.000000,19.000000
0.348520,35.835617,54.000000,24.000000,20.000000
0.460691,35.827034,52.000000,26.000000,18.000000
0.588039,35.823074,55.000000,23.000000,21.000000
0.624530,35.824009,57.000000,24.000000,18.000000
0.540899,35.829800,56.000000,25.000000,18.000000
0.481989,35.840034,58.000000,23.000000,18.000000
0.606280,35.853848,56.000000,24.000000,15.000000
0.829623,35.837486,56.000000,25.000000,17.000000
0.954346,35.824883,53.000000,24.000000,20.000000
0.998107,35.817062,54.000000,24.000000,21.000000
1.214988,35.814537,53.000000,25.000000,23.000000
1.718123,35.817417,54.000000,24.000000,23.000000
2.190771,35.825439,53.000000,23.000000,24.000000
2.407846,35.837952,54.000000,25.000000,22.000000
2.767189,35.853848,52.000000,24.000000,20.000000
3.756728,35.839176,56.000000,23.000000,20.000000
4.959273,35.827732,54.000000,25.000000,18.000000
5.385446,35.820480,52.000000,23.000000,21.000000
5.245212,35.817955,55.000000,21.000000,23.000000
6.054088,35.820343,54.000000,23.000000,23.000000
8.159121,35.827522,53.000000,26.000000,24.000000
9.616048,35.839001,54.000000,27.000000,22.000000
9.123602,35.853848,54.000000,23.000000,20.000000
8.607810,35.838272,56.000000,22.000000,18.000000
10.405874,35.826176,57.000000,23.000000,19.000000
12.535009,35.818581,58.000000,24.000000,20.000000
10.323587,35.816036,52.000000,24.000000,20.000000
2.914207,35.818687,57.000000,23.000000,19.000000
-5.828294,35.826340,55.000000,22.000000,19.000000
-13.788889,35.838406,56.000000,24.000000,16.000000
-23.355421,35.853848,54.000000,24.000000,17.000000
-37.503929,35.838787,55.000000,23.000000,19.000000
-55.692875,35.827065,56.000000,24.000000,19.000000
-67.962822,35.819656,56.000000,26.000000,18.000000
-58.254799,35.817112,56.000000,25.000000,18.000000
-26.591417,35.819607,56.000000,23.000000,19.000000
3.158158,35.826984,57.000000,25.000000,19.000000
12.507278,35.838726,57.000000,23.000000,18.000000
8.886669,35.853848,56.000000,24.000000,19.000000
7.230361,35.838524,55.000000,25.000000,21.000000
