BVP,TEMP,ACC_x,ACC_y,ACC_z
0.198352,31.982367,-57.000000,30.000000,12.000000
0.268074,31.972889,-61.000000,31.000000,12.000000
0.355881,31.967714,-53.000000,30.000000,17.000000
0.449858,31.967154,-58.000000,30.000000,13.000000
0.541146,31.971207,-52.000000,29.000000,16.000000
0.641206,31.979513,-53.000000,30.000000,16.000000
0.750519,31.991278,-54.000000,29.000000,14.000000
0.879058,31.976353,-56.000000,26.000000,18.000000
1.039874,31.964951,-55.000000,30.000000,16.000000
1.234320,31.957935,-55.000000,32.000000,14.000000
1.479558,31.955729,-53.000000,32.000000,14.000000
1.789325,31.958393,-53.000000,35.000000,12.000000
2.166707,31.965672,-56.000000,33.000000,12.000000
2.669115,31.976965,-53.000000,32.000000,15.000000
3.304854,31.991278,-52.000000,33.000000,15.000000
3.974417,31.978312,-56.000000,32.000000,12.000000
4.616381,31.968199,-55.000000,30.000000,14.000000
5.357348,31.961786,-55.000000,32.000000,15.000000
6.427670,31.959549,-55.000000,31.000000,14.000000
7.797317,31.961657,-57.000000,32.000000,13.000000
9.202372,31.967999,-55.000000,32.000000,14.000000
10.556559,31.978146,-55.000000,30.000000,14.000000
12.159132,31.991278,-54.000000,30.000000,15.000000
14.192089,31.977255,-54.000000,30.000000,17.000000
16.372866,31.966335,-58.000000,31.000000,13.000000
18.316486,31.959454,-55.000000,30.000000,14.000000
20.167788,31.957119,-54.000000,30.000000,14.000000
22.009890,31.959488,-55.000000,30.000000,16.000000
22.587601,31.966387,-53.000000,29.000000,13.000000
19.655809,31.977297,-53.000000,29.000000,13.000000
12.546732,31.991278,-58.000000,28.000000,16.000000
3.203149,31.978071,-56.000000,31.000000,13.000000
-6.280299,31.967821,-54.000000,28.000000,16.000000
-16.048578,31.961372,-56.000000,30.000000,15.000000
-26.349396,31.959179,-54.000000,30.000000,15.000000
-34.273628,31.961380,-53.000000,30.000000,15.000000
-36.262749,31.967833,-56.000000,29.000000,15.000000
-33.931297,31.978079,-56.000000,30.000000,18.000000
-33.075512,31.991278,-57.000000,31.000000,14.000000
-35.620037,31.977278,-55.000000,33.000000,14.000000
-37.265141,31.966341,-52.000000,33.000000,15.000000
-35.176403,31.959414,-53.000000,32.000000,15.000000
-32.851891,31.957024,-56.000000,32.000000,13.000000
-35.612698,31.959351,-56.000000,31.000000,14.000000
-45.781521,31.966244,-53.000000,31.000000,17.000000
-56.283031,31.977200,-54.000000,29.000000,16.000000
-48.817547,31.991278,-54.000000,32.000000,16.000000
-16.119820,31.978212,-54.000000,31.000000,15.000000
19.320004,31.968128,-54.000000,31.000000,15.000000
